359184.01,1238432.99,SGGA. C9446/2023/1
359183.35,1238501.71,SGGA. C9446/2023/2
359082.16,1238501.62,SGGA. C9446/2023/3
359082.99,1238431.64,SGGA. C9446/2023/4
